,run,precision,recall,f1,seg_id,num_endpoints,endpoints,invalidation_d,cube_side_len,decimation_factor,comments,proposed_endpoints
178,179,0.15789473684210525,1.0,0.2727272727272727,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,800,0.7455555555555555,good,"[[137500 174300  22550]
 [139100 172900  22510]
 [127500 180700  21810]
 [133900 174900  22450]
 [143700 168900  22410]
 [140300 171300  22510]
 [131900 175100  22410]
 [144900 169100  22150]
 [128100 174500  22350]
 [129700 173500  22130]
 [139500 173900  22430]
 [146100 168900  22010]
 [129500 176700  22110]
 [137700 173700  22530]
 [127700 175700  22310]
 [127700 168300  22190]
 [140900 171300  22550]
 [129300 178300  22230]
 [142500 167500  22330]]"
179,180,0.15789473684210525,1.0,0.2727272727272727,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,800,0.8,good,"[[137500 174300  22550]
 [139100 172900  22510]
 [127500 180700  21810]
 [133900 174900  22450]
 [143700 168900  22410]
 [140300 171300  22510]
 [131900 175100  22410]
 [144900 169100  22150]
 [128100 174500  22350]
 [129700 173500  22130]
 [139500 173900  22430]
 [146100 168900  22010]
 [129500 176700  22110]
 [137700 173700  22530]
 [127700 175700  22310]
 [127700 168300  22190]
 [140900 171300  22550]
 [129300 178300  22230]
 [142500 167500  22330]]"
180,181,0.3333333333333333,1.0,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,400,0.31,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [137850 173650  22525]
 [129550 176650  22125]
 [145150 169050  22135]
 [129350 178250  22225]
 [127650 168150  22135]]"
181,182,0.3333333333333333,1.0,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,400,0.36444444444444446,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [137850 173650  22525]
 [129550 176650  22125]
 [145150 169050  22135]
 [129350 178250  22225]
 [127650 168150  22135]]"
182,183,0.3333333333333333,1.0,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,400,0.41888888888888887,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [137850 173650  22525]
 [129550 176650  22125]
 [145150 169050  22135]
 [129350 178250  22225]
 [127650 168150  22135]]"
183,184,0.3333333333333333,1.0,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,400,0.47333333333333333,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [137850 173650  22525]
 [129550 176650  22125]
 [145150 169050  22135]
 [129350 178250  22225]
 [127650 168150  22135]]"
184,185,0.3333333333333333,1.0,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,400,0.5277777777777778,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [137850 173650  22525]
 [129550 176650  22125]
 [145150 169050  22135]
 [129350 178250  22225]
 [127650 168150  22135]]"
185,186,0.3333333333333333,1.0,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,400,0.5822222222222222,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [137850 173650  22525]
 [129550 176650  22125]
 [145150 169050  22135]
 [129350 178250  22225]
 [127650 168150  22135]]"
186,187,0.3333333333333333,1.0,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,400,0.6366666666666667,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [137850 173650  22525]
 [129550 176650  22125]
 [145150 169050  22135]
 [129350 178250  22225]
 [127650 168150  22135]]"
187,188,0.3333333333333333,1.0,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,400,0.6911111111111111,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [137850 173650  22525]
 [129550 176650  22125]
 [145150 169050  22135]
 [129350 178250  22225]
 [127650 168150  22135]]"
188,189,0.3333333333333333,1.0,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,400,0.7455555555555555,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [137850 173650  22525]
 [129550 176650  22125]
 [145150 169050  22135]
 [129350 178250  22225]
 [127650 168150  22135]]"
189,190,0.3333333333333333,1.0,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,400,0.8,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [137850 173650  22525]
 [129550 176650  22125]
 [145150 169050  22135]
 [129350 178250  22225]
 [127650 168150  22135]]"
190,191,0.3,1.0,0.4615384615384615,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,450,0.31,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [144956 169031  22134]
 [139218 172743  22505]
 [137193 174093  22539]
 [140793 171281  22539]
 [127743 168356  22179]
 [129543 176681  22123]
 [129543 173418  22123]
 [137868 173643  22528]]"
191,192,0.3,1.0,0.4615384615384615,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,450,0.36444444444444446,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [144956 169031  22134]
 [139218 172743  22505]
 [137193 174093  22539]
 [140793 171281  22539]
 [127743 168356  22179]
 [129543 176681  22123]
 [129543 173418  22123]
 [137868 173643  22528]]"
192,193,0.3,1.0,0.4615384615384615,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,450,0.41888888888888887,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [144956 169031  22134]
 [139218 172743  22505]
 [137193 174093  22539]
 [140793 171281  22539]
 [127743 168356  22179]
 [129543 176681  22123]
 [129543 173418  22123]
 [137868 173643  22528]]"
193,194,0.3,1.0,0.4615384615384615,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,450,0.47333333333333333,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [144956 169031  22134]
 [139218 172743  22505]
 [137193 174093  22539]
 [140793 171281  22539]
 [127743 168356  22179]
 [129543 176681  22123]
 [129543 173418  22123]
 [137868 173643  22528]]"
194,195,0.3,1.0,0.4615384615384615,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,450,0.5277777777777778,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [144956 169031  22134]
 [139218 172743  22505]
 [137193 174093  22539]
 [140793 171281  22539]
 [127743 168356  22179]
 [129543 176681  22123]
 [129543 173418  22123]
 [137868 173643  22528]]"
195,196,0.3,1.0,0.4615384615384615,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,450,0.5822222222222222,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [144956 169031  22134]
 [139218 172743  22505]
 [137193 174093  22539]
 [140793 171281  22539]
 [127743 168356  22179]
 [129543 176681  22123]
 [129543 173418  22123]
 [137868 173643  22528]]"
196,197,0.3,1.0,0.4615384615384615,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,450,0.6366666666666667,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [144956 169031  22134]
 [139218 172743  22505]
 [137193 174093  22539]
 [140793 171281  22539]
 [127743 168356  22179]
 [129543 176681  22123]
 [129543 173418  22123]
 [137868 173643  22528]]"
197,198,0.3,1.0,0.4615384615384615,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,450,0.6911111111111111,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [144956 169031  22134]
 [139218 172743  22505]
 [137193 174093  22539]
 [140793 171281  22539]
 [127743 168356  22179]
 [129543 176681  22123]
 [129543 173418  22123]
 [137868 173643  22528]]"
198,199,0.3,1.0,0.4615384615384615,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,450,0.7455555555555555,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [144956 169031  22134]
 [139218 172743  22505]
 [137193 174093  22539]
 [140793 171281  22539]
 [127743 168356  22179]
 [129543 176681  22123]
 [129543 173418  22123]
 [137868 173643  22528]]"
199,200,0.3,1.0,0.4615384615384615,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,450,0.8,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [144956 169031  22134]
 [139218 172743  22505]
 [137193 174093  22539]
 [140793 171281  22539]
 [127743 168356  22179]
 [129543 176681  22123]
 [129543 173418  22123]
 [137868 173643  22528]]"
200,201,0.16666666666666666,0.6666666666666666,0.26666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,500,0.31,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145062 169062  22143]
 [129562 176687  22118]
 [145937 169062  22006]
 [140687 171062  22531]
 [129312 178312  22231]
 [143687 168812  22406]
 [137437 174187  22543]
 [138312 174562  22393]
 [127687 168562  22181]
 [127687 175562  22306]]"
201,202,0.16666666666666666,0.6666666666666666,0.26666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,500,0.36444444444444446,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145062 169062  22143]
 [129562 176687  22118]
 [145937 169062  22006]
 [140687 171062  22531]
 [129312 178312  22231]
 [143687 168812  22406]
 [137437 174187  22543]
 [138312 174562  22393]
 [127687 168562  22181]
 [127687 175562  22306]]"
202,203,0.16666666666666666,0.6666666666666666,0.26666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,500,0.41888888888888887,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145062 169062  22143]
 [129562 176687  22118]
 [145937 169062  22006]
 [140687 171062  22531]
 [129312 178312  22231]
 [143687 168812  22406]
 [137437 174187  22543]
 [138312 174562  22393]
 [127687 168562  22181]
 [127687 175562  22306]]"
203,204,0.16666666666666666,0.6666666666666666,0.26666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,500,0.47333333333333333,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145062 169062  22143]
 [129562 176687  22118]
 [145937 169062  22006]
 [140687 171062  22531]
 [129312 178312  22231]
 [143687 168812  22406]
 [137437 174187  22543]
 [138312 174562  22393]
 [127687 168562  22181]
 [127687 175562  22306]]"
204,205,0.16666666666666666,0.6666666666666666,0.26666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,500,0.5277777777777778,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145062 169062  22143]
 [129562 176687  22118]
 [145937 169062  22006]
 [140687 171062  22531]
 [129312 178312  22231]
 [143687 168812  22406]
 [137437 174187  22543]
 [138312 174562  22393]
 [127687 168562  22181]
 [127687 175562  22306]]"
205,206,0.16666666666666666,0.6666666666666666,0.26666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,500,0.5822222222222222,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145062 169062  22143]
 [129562 176687  22118]
 [145937 169062  22006]
 [140687 171062  22531]
 [129312 178312  22231]
 [143687 168812  22406]
 [137437 174187  22543]
 [138312 174562  22393]
 [127687 168562  22181]
 [127687 175562  22306]]"
206,207,0.16666666666666666,0.6666666666666666,0.26666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,500,0.6366666666666667,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145062 169062  22143]
 [129562 176687  22118]
 [145937 169062  22006]
 [140687 171062  22531]
 [129312 178312  22231]
 [143687 168812  22406]
 [137437 174187  22543]
 [138312 174562  22393]
 [127687 168562  22181]
 [127687 175562  22306]]"
207,208,0.16666666666666666,0.6666666666666666,0.26666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,500,0.6911111111111111,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145062 169062  22143]
 [129562 176687  22118]
 [145937 169062  22006]
 [140687 171062  22531]
 [129312 178312  22231]
 [143687 168812  22406]
 [137437 174187  22543]
 [138312 174562  22393]
 [127687 168562  22181]
 [127687 175562  22306]]"
208,209,0.16666666666666666,0.6666666666666666,0.26666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,500,0.7455555555555555,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145062 169062  22143]
 [129562 176687  22118]
 [145937 169062  22006]
 [140687 171062  22531]
 [129312 178312  22231]
 [143687 168812  22406]
 [137437 174187  22543]
 [138312 174562  22393]
 [127687 168562  22181]
 [127687 175562  22306]]"
209,210,0.16666666666666666,0.6666666666666666,0.26666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,500,0.8,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145062 169062  22143]
 [129562 176687  22118]
 [145937 169062  22006]
 [140687 171062  22531]
 [129312 178312  22231]
 [143687 168812  22406]
 [137437 174187  22543]
 [138312 174562  22393]
 [127687 168562  22181]
 [127687 175562  22306]]"
210,211,0.14285714285714285,0.6666666666666666,0.23529411764705882,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,550,0.31,good,"[[127531 180881  21814]
 [132068 176206  22446]
 [145681 169056  22006]
 [129731 173456  22130]
 [129593 176618  22116]
 [143206 167818  22460]
 [140731 171118  22543]
 [137293 174281  22543]
 [129318 178268  22226]
 [145131 169056  22144]
 [143618 168918  22419]
 [127668 168643  22171]
 [127668 175656  22281]
 [137843 173593  22529]]"
211,212,0.14285714285714285,0.6666666666666666,0.23529411764705882,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,550,0.36444444444444446,good,"[[127531 180881  21814]
 [132068 176206  22446]
 [145681 169056  22006]
 [129731 173456  22130]
 [129593 176618  22116]
 [143206 167818  22460]
 [140731 171118  22543]
 [137293 174281  22543]
 [129318 178268  22226]
 [145131 169056  22144]
 [143618 168918  22419]
 [127668 168643  22171]
 [127668 175656  22281]
 [137843 173593  22529]]"
212,213,0.14285714285714285,0.6666666666666666,0.23529411764705882,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,550,0.41888888888888887,good,"[[127531 180881  21814]
 [132068 176206  22446]
 [145681 169056  22006]
 [129731 173456  22130]
 [129593 176618  22116]
 [143206 167818  22460]
 [140731 171118  22543]
 [137293 174281  22543]
 [129318 178268  22226]
 [145131 169056  22144]
 [143618 168918  22419]
 [127668 168643  22171]
 [127668 175656  22281]
 [137843 173593  22529]]"
213,214,0.14285714285714285,0.6666666666666666,0.23529411764705882,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,550,0.47333333333333333,good,"[[127531 180881  21814]
 [132068 176206  22446]
 [145681 169056  22006]
 [129731 173456  22130]
 [129593 176618  22116]
 [143206 167818  22460]
 [140731 171118  22543]
 [137293 174281  22543]
 [129318 178268  22226]
 [145131 169056  22144]
 [143618 168918  22419]
 [127668 168643  22171]
 [127668 175656  22281]
 [137843 173593  22529]]"
214,215,0.14285714285714285,0.6666666666666666,0.23529411764705882,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,550,0.5277777777777778,good,"[[127531 180881  21814]
 [132068 176206  22446]
 [145681 169056  22006]
 [129731 173456  22130]
 [129593 176618  22116]
 [143206 167818  22460]
 [140731 171118  22543]
 [137293 174281  22543]
 [129318 178268  22226]
 [145131 169056  22144]
 [143618 168918  22419]
 [127668 168643  22171]
 [127668 175656  22281]
 [137843 173593  22529]]"
215,216,0.14285714285714285,0.6666666666666666,0.23529411764705882,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,550,0.5822222222222222,good,"[[127531 180881  21814]
 [132068 176206  22446]
 [145681 169056  22006]
 [129731 173456  22130]
 [129593 176618  22116]
 [143206 167818  22460]
 [140731 171118  22543]
 [137293 174281  22543]
 [129318 178268  22226]
 [145131 169056  22144]
 [143618 168918  22419]
 [127668 168643  22171]
 [127668 175656  22281]
 [137843 173593  22529]]"
216,217,0.14285714285714285,0.6666666666666666,0.23529411764705882,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,550,0.6366666666666667,good,"[[127531 180881  21814]
 [132068 176206  22446]
 [145681 169056  22006]
 [129731 173456  22130]
 [129593 176618  22116]
 [143206 167818  22460]
 [140731 171118  22543]
 [137293 174281  22543]
 [129318 178268  22226]
 [145131 169056  22144]
 [143618 168918  22419]
 [127668 168643  22171]
 [127668 175656  22281]
 [137843 173593  22529]]"
217,218,0.14285714285714285,0.6666666666666666,0.23529411764705882,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4400,550,0.6911111111111111,good,"[[127531 180881  21814]
 [132068 176206  22446]
 [145681 169056  22006]
 [129731 173456  22130]
 [129593 176618  22116]
 [143206 167818  22460]
 [140731 171118  22543]
 [137293 174281  22543]
 [129318 178268  22226]
 [145131 169056  22144]
 [143618 168918  22419]
 [127668 168643  22171]
 [127668 175656  22281]
 [137843 173593  22529]]"
